invoiceID,prodID,amt,qty,discounted
1929,1,1154.79,7,0
1938,1,494.91,3,0
1943,1,1319.76,8,0
1954,1,2309.58,14,0
1958,1,2474.55,15,0
1967,1,2804.49,17,0
1970,1,1649.7,10,0
1977,1,3299.4,20,0
1993,1,2309.58,14,0
2017,1,989.82,6,0
2023,1,1814.67,11,0
2024,1,3299.4,20,0
2029,1,2639.52,16,0
2043,1,2144.61,13,0
2049,1,2804.49,17,0
2051,1,1814.67,11,0
2066,1,1319.76,8,0
2087,1,3134.43,19,0
2092,1,2969.46,18,0
2109,1,1484.73,9,0
2119,1,2639.52,16,0
2133,1,824.85,5,0
2138,1,1649.7,10,0
2140,1,2144.61,13,0
2167,1,2144.61,13,0
2170,1,2639.52,16,0
2176,1,494.91,3,0
2192,1,2969.46,18,0
2194,1,989.82,6,0
2197,1,2969.46,18,0
2210,1,494.91,3,0
2237,1,659.88,4,0
2238,1,2474.55,15,0
2249,1,1649.7,10,0
2250,1,3134.43,19,0
2252,1,2969.46,18,0
2264,1,3134.43,19,0
2271,1,2804.49,17,0
2293,1,2144.61,13,0
2294,1,2144.61,13,0
2305,1,1484.73,9,0
2311,1,494.91,3,0
2323,1,2474.55,15,0
2341,1,494.91,3,0
2355,1,989.82,6,0
2362,1,2474.55,15,0
2367,1,2309.58,14,0
2373,1,2309.58,14,0
2402,1,2309.58,14,0
2410,1,2969.46,18,0
2470,1,824.85,5,0
2472,1,1814.67,11,0
2475,1,989.82,6,0
2481,1,1649.7,10,0
2483,1,1484.73,9,0
2492,1,2309.58,14,0
2506,1,1979.64,12,0
2515,1,989.82,6,0
2516,1,329.94,2,0
2535,1,1154.79,7,0
2587,1,1979.64,12,0
2592,1,3134.43,19,0
2608,1,2474.55,15,0
2609,1,659.88,4,0
2621,1,1979.64,12,0
2633,1,2639.52,16,0
2641,1,1319.76,8,0
2644,1,3134.43,19,0
2650,1,329.94,2,0
2662,1,494.91,3,0
2665,1,3134.43,19,0
2668,1,824.85,5,0
2674,1,1979.64,12,0
2681,1,1979.64,12,0
2689,1,1814.67,11,0
2699,1,2309.58,14,0
2709,1,2474.55,15,0
2718,1,1319.76,8,0
2740,1,1649.7,10,0
2743,1,2309.58,14,0
2747,1,1979.64,12,0
2750,1,1814.67,11,0
2767,1,824.85,5,0
2772,1,494.91,3,0
2773,1,3299.4,20,0
2778,1,3299.4,20,0
2789,1,1649.7,10,0
2809,1,2804.49,17,0
2810,1,989.82,6,0
2811,1,1154.79,7,0
2815,1,329.94,2,0
2821,1,2309.58,14,0
2834,1,824.85,5,0
2843,1,2804.49,17,0
2881,1,1319.76,8,0
2887,1,824.85,5,0
2901,1,1649.7,10,0
2920,1,1484.73,9,0
2925,1,2474.55,15,0
2954,1,2474.55,15,0
2955,1,1814.67,11,0
2987,1,1484.73,9,0
2990,1,1319.76,8,0
2993,1,1814.67,11,0
3027,1,1649.7,10,0
3029,1,1154.79,7,0
3050,1,2639.52,16,0
3058,1,1649.7,10,0
3068,1,659.88,4,0
3078,1,659.88,4,0
3079,1,659.88,4,0
3093,1,2969.46,18,0
3094,1,494.91,3,0
3102,1,2474.55,15,0
3104,1,659.88,4,0
3107,1,659.88,4,0
3108,1,2804.49,17,0
3112,1,1979.64,12,0
3121,1,1979.64,12,0
3128,1,659.88,4,0
3133,1,1649.7,10,0
3141,1,2474.55,15,0
3166,1,3299.4,20,0
3188,1,1484.73,9,0
3210,1,1979.64,12,0
3212,1,494.91,3,0
3213,1,1154.79,7,0
3216,1,659.88,4,0
3221,1,1979.64,12,0
3235,1,1814.67,11,0
3237,1,2309.58,14,0
3239,1,1979.64,12,0
3249,1,1319.76,8,0
3251,1,494.91,3,0
3252,1,2474.55,15,0
3284,1,3299.4,20,0
3301,1,3134.43,19,0
3308,1,1814.67,11,0
3349,1,2474.55,15,0
3351,1,3299.4,20,0
3363,1,989.82,6,0
3386,1,494.91,3,0
3397,1,824.85,5,0
3420,1,494.91,3,0
3427,1,989.82,6,0
3434,1,2309.58,14,0
3440,1,1154.79,7,0
3444,1,1319.76,8,0
3446,1,1484.73,9,0
3487,1,3134.43,19,0
3488,1,1649.7,10,0
3495,1,3299.4,20,0
3511,1,2639.52,16,0
3524,1,1484.73,9,0
3526,1,989.82,6,0
3547,1,1649.7,10,0
3585,1,2969.46,18,0
3591,1,824.85,5,0
3599,1,2144.61,13,0
3602,1,1814.67,11,0
3603,1,3134.43,19,0
3605,1,3134.43,19,0
3613,1,3134.43,19,0
3634,1,494.91,3,0
3640,1,989.82,6,0
3647,1,2144.61,13,0
3654,1,1319.76,8,0
3668,1,2474.55,15,0
3683,1,1979.64,12,0
3686,1,989.82,6,0
3704,1,1649.7,10,0
3718,1,1649.7,10,0
3739,1,1814.67,11,0
3757,1,2309.58,14,0
3758,1,1319.76,8,0
3766,1,1484.73,9,0
3775,1,824.85,5,0
3778,1,1649.7,10,0
3780,1,1154.79,7,0
3793,1,1814.67,11,0
3795,1,494.91,3,0
3811,1,824.85,5,0
3816,1,989.82,6,0
3829,1,1484.73,9,0
3836,1,494.91,3,0
3851,1,2144.61,13,0
3858,1,494.91,3,0
3867,1,1814.67,11,0
3872,1,3299.4,20,0
3873,1,659.88,4,0
3881,1,659.88,4,0
3884,1,1814.67,11,0
3901,1,329.94,2,0
3904,1,1814.67,11,0
3905,1,1484.73,9,0
3919,1,1649.7,10,0
3922,1,2639.52,16,0
3951,1,1484.73,9,0
3968,1,824.85,5,0
3969,1,824.85,5,0
3978,1,1154.79,7,0
3981,1,2969.46,18,0
3983,1,1154.79,7,0
3994,1,1979.64,12,0
3997,1,2309.58,14,0
4002,1,2804.49,17,0
4003,1,2804.49,17,0
4008,1,3299.4,20,0
4033,1,2804.49,17,0
4057,1,989.82,6,0
4058,1,3134.43,19,0
4064,1,2969.46,18,0
4066,1,1979.64,12,0
4082,1,2474.55,15,0
4088,1,989.82,6,0
4105,1,329.94,2,0
4114,1,2474.55,15,0
4116,1,2969.46,18,0
4123,1,329.94,2,0
4138,1,329.94,2,0
4143,1,2639.52,16,0
4149,1,1649.7,10,0
4152,1,2804.49,17,0
4157,1,989.82,6,0
4166,1,659.88,4,0
4187,1,2639.52,16,0
4188,1,329.94,2,0
4191,1,2309.58,14,0
4201,1,1154.79,7,0
4203,1,1979.64,12,0
4242,1,659.88,4,0
4245,1,2969.46,18,0
4254,1,3299.4,20,0
4256,1,989.82,6,0
4265,1,2309.58,14,0
4268,1,3134.43,19,0
4271,1,2639.52,16,0
4273,1,1649.7,10,0
4275,1,1649.7,10,0
4277,1,2804.49,17,0
4285,1,2639.52,16,0
4303,1,1154.79,7,0
4304,1,824.85,5,0
4311,1,2639.52,16,0
4326,1,1814.67,11,0
4327,1,2804.49,17,0
4350,1,2309.58,14,0
4365,1,2144.61,13,0
4375,1,494.91,3,0
4385,1,1814.67,11,0
4394,1,3299.4,20,0
4407,1,3299.4,20,0
4415,1,2969.46,18,0
4429,1,494.91,3,0
4432,1,2969.46,18,0
4436,1,3299.4,20,0
4445,1,2969.46,18,0
4449,1,2309.58,14,0
4452,1,1319.76,8,0
4456,1,1319.76,8,0
4484,1,1814.67,11,0
4508,1,1979.64,12,0
4528,1,659.88,4,0
4535,1,659.88,4,0
4541,1,494.91,3,0
4549,1,824.85,5,0
4568,1,1319.76,8,0
4571,1,329.94,2,0
4611,1,2804.49,17,0
4616,1,2144.61,13,0
4622,1,2969.46,18,0
4640,1,329.94,2,0
4674,1,2144.61,13,0
4682,1,3299.4,20,0
4685,1,2969.46,18,0
4687,1,1649.7,10,0
4711,1,2144.61,13,0
4724,1,1814.67,11,0
4737,1,329.94,2,0
4745,1,1319.76,8,0
4754,1,1319.76,8,0
4756,1,989.82,6,0
4759,1,2969.46,18,0
4763,1,1484.73,9,0
4776,1,2969.46,18,0
4777,1,1649.7,10,0
4789,1,2639.52,16,0
4791,1,1484.73,9,0
4793,1,2969.46,18,0
4799,1,1979.64,12,0
4803,1,2309.58,14,0
4817,1,2639.52,16,0
4820,1,1154.79,7,0
4822,1,2639.52,16,0
4825,1,1814.67,11,0
4843,1,2144.61,13,0
4861,1,2474.55,15,0
4900,1,3134.43,19,0
4901,1,824.85,5,0
4912,1,2639.52,16,0
4923,1,329.94,2,0
4924,1,2309.58,14,0
4925,1,1484.73,9,0
4927,1,2144.61,13,0
4932,1,659.88,4,0
4935,1,1319.76,8,0
4949,1,494.91,3,0
4950,1,2309.58,14,0
4951,1,2474.55,15,0
4954,1,494.91,3,0
4956,1,824.85,5,0
4960,1,2804.49,17,0
4994,1,2309.58,14,0
5002,1,3134.43,19,0
5003,1,2804.49,17,0
5027,1,1154.79,7,0
5030,1,494.91,3,0
5045,1,3134.43,19,0
5061,1,494.91,3,0
5062,1,2969.46,18,0
5064,1,3134.43,19,0
5085,1,2804.49,17,0
5091,1,824.85,5,0
5112,1,2969.46,18,0
5114,1,1154.79,7,0
5117,1,1814.67,11,0
5153,1,2144.61,13,0
5156,1,2969.46,18,0
5163,1,3134.43,19,0
5164,1,494.91,3,0
5175,1,1319.76,8,0
5177,1,2969.46,18,0
5180,1,1814.67,11,0
5184,1,1814.67,11,0
5186,1,2804.49,17,0
5209,1,1979.64,12,0
5220,1,824.85,5,0
5236,1,2474.55,15,0
5243,1,2309.58,14,0
5255,1,2969.46,18,0
5288,1,1649.7,10,0
5289,1,3134.43,19,0
5291,1,2969.46,18,0
5294,1,1154.79,7,0
5301,1,2969.46,18,0
5316,1,1319.76,8,0
5320,1,3134.43,19,0
5336,1,989.82,6,0
5338,1,1484.73,9,0
5342,1,824.85,5,0
5354,1,3134.43,19,0
5356,1,1319.76,8,0
5362,1,1319.76,8,0
5363,1,3299.4,20,0
5366,1,3134.43,19,0
5384,1,2474.55,15,0
5388,1,329.94,2,0
5401,1,989.82,6,0
5402,1,2309.58,14,0
5405,1,329.94,2,0
5422,1,2969.46,18,0
5423,1,2474.55,15,0
5429,1,1649.7,10,0
5433,1,2309.58,14,0
5451,1,1319.76,8,0
5455,1,2144.61,13,0
5461,1,824.85,5,0
5466,1,659.88,4,0
5471,1,2804.49,17,0
5480,1,989.82,6,0
5484,1,3134.43,19,0
5493,1,1319.76,8,0
5496,1,1484.73,9,0
5506,1,1649.7,10,0
5515,1,824.85,5,0
5526,1,2474.55,15,0
5533,1,2474.55,15,0
5534,1,1814.67,11,0
5554,1,1649.7,10,0
5560,1,2144.61,13,0
5572,1,824.85,5,0
5578,1,824.85,5,0
5579,1,2969.46,18,0
5593,1,2309.58,14,0
5596,1,1484.73,9,0
5603,1,1979.64,12,0
5616,1,2804.49,17,0
5623,1,2969.46,18,0
5626,1,2639.52,16,0
5631,1,1649.7,10,0
5636,1,1154.79,7,0
5649,1,2804.49,17,0
5657,1,1154.79,7,0
5661,1,329.94,2,0
5677,1,494.91,3,0
5683,1,2309.58,14,0
5686,1,2639.52,16,0
5688,1,3134.43,19,0
5689,1,2309.58,14,0
5706,1,2969.46,18,0
5727,1,1154.79,7,0
5744,1,1814.67,11,0
5750,1,494.91,3,0
5770,1,1484.73,9,0
5774,1,989.82,6,0
5789,1,1814.67,11,0
5791,1,1814.67,11,0
5802,1,659.88,4,0
5805,1,1154.79,7,0
5846,1,2474.55,15,0
5850,1,3134.43,19,0
5864,1,1814.67,11,0
5873,1,3299.4,20,0
5875,1,1649.7,10,0
5877,1,1319.76,8,0
5883,1,1319.76,8,0
5884,1,1814.67,11,0
5888,1,2639.52,16,0
5894,1,2639.52,16,0
5920,1,2639.52,16,0
5922,1,1484.73,9,0
5926,1,1649.7,10,0
5928,1,1979.64,12,0
5943,1,1319.76,8,0
5944,1,2474.55,15,0
5966,1,1319.76,8,0
5969,1,2474.55,15,0
6002,1,2639.52,16,0
6020,1,2969.46,18,0
6037,1,1649.7,10,0
6050,1,1814.67,11,0
6084,1,989.82,6,0
6086,1,824.85,5,0
6087,1,2804.49,17,0
6117,1,494.91,3,0
6118,1,1319.76,8,0
6129,1,329.94,2,0
6137,1,1154.79,7,0
6145,1,1319.76,8,0
6164,1,2969.46,18,0
6172,1,1649.7,10,0
6196,1,2474.55,15,0
6201,1,494.91,3,0
6218,1,659.88,4,0
6232,1,2474.55,15,0
6233,1,2969.46,18,0
6234,1,659.88,4,0
6239,1,494.91,3,0
6270,1,989.82,6,0
6282,1,2969.46,18,0
6286,1,2144.61,13,0
6287,1,2639.52,16,0
6291,1,1979.64,12,0
6308,1,2474.55,15,0
6310,1,3134.43,19,0
6325,1,2144.61,13,0
6329,1,1484.73,9,0
6332,1,2969.46,18,0
6333,1,659.88,4,0
6339,1,2639.52,16,0
6341,1,1979.64,12,0
6342,1,1319.76,8,0
6349,1,1814.67,11,0
6353,1,1154.79,7,0
6358,1,3299.4,20,0
6365,1,1649.7,10,0
6381,1,494.91,3,0
6406,1,494.91,3,0
6419,1,1319.76,8,0
6424,1,1979.64,12,0
6432,1,824.85,5,0
6448,1,2144.61,13,0
6453,1,329.94,2,0
6454,1,1979.64,12,0
6459,1,2639.52,16,0
6469,1,1979.64,12,0
6497,1,3299.4,20,0
6499,1,494.91,3,0
6526,1,494.91,3,0
6552,1,989.82,6,0
6572,1,329.94,2,0
6588,1,1319.76,8,0
6616,1,659.88,4,0
6618,1,659.88,4,0
6627,1,1649.7,10,0
6628,1,1484.73,9,0
6631,1,824.85,5,0
6634,1,3134.43,19,0
6673,1,2309.58,14,0
6678,1,2309.58,14,0
6687,1,2309.58,14,0
6693,1,2474.55,15,0
6716,1,2474.55,15,0
6719,1,2474.55,15,0
6724,1,824.85,5,0
6746,1,1649.7,10,0
6754,1,989.82,6,0
6759,1,3299.4,20,0
6767,1,3299.4,20,0
6771,1,2144.61,13,0
6780,1,2969.46,18,0
6794,1,2969.46,18,0
6798,1,2969.46,18,0
6800,1,1319.76,8,0
6801,1,1649.7,10,0
6804,1,2969.46,18,0
6817,1,2804.49,17,0
6837,1,2804.49,17,0
6852,1,2309.58,14,0
6862,1,3134.43,19,0
6895,1,2969.46,18,0
6897,1,989.82,6,0
6902,1,1649.7,10,0
6906,1,1979.64,12,0
6914,1,2639.52,16,0
6916,1,3299.4,20,0
6924,1,2474.55,15,0
6932,1,2639.52,16,0
6938,1,1154.79,7,0
6945,1,1154.79,7,0
6951,1,2144.61,13,0
6953,1,2804.49,17,0
6954,1,3299.4,20,0
6961,1,329.94,2,0
6966,1,989.82,6,0
6967,1,2969.46,18,0
6969,1,329.94,2,0
6971,1,1649.7,10,0
6977,1,2804.49,17,0
6992,1,2804.49,17,0
6999,1,2309.58,14,0
7001,1,2144.61,13,0
7029,1,494.91,3,0
7030,1,2804.49,17,0
7049,1,2804.49,17,0
7050,1,1154.79,7,0
7057,1,2969.46,18,0
7136,1,1154.79,7,0
7140,1,2474.55,15,0
7141,1,659.88,4,0
7158,1,2144.61,13,0
7159,1,329.94,2,0
7170,1,1814.67,11,0
7187,1,1814.67,11,0
7204,1,2969.46,18,0
7224,1,989.82,6,0
7233,1,1154.79,7,0
7241,1,659.88,4,0
7259,1,1154.79,7,0
7260,1,1484.73,9,0
7274,1,494.91,3,0
7278,1,2969.46,18,0
7281,1,2969.46,18,0
7285,1,2144.61,13,0
7297,1,989.82,6,0
7298,1,1154.79,7,0
7299,1,1319.76,8,0
7305,1,3134.43,19,0
7308,1,1649.7,10,0
7309,1,1319.76,8,0
7310,1,494.91,3,0
7317,1,2639.52,16,0
7333,1,1484.73,9,0
7343,1,1649.7,10,0
7346,1,989.82,6,0
7348,1,2969.46,18,0
7355,1,989.82,6,0
7362,1,659.88,4,0
7367,1,1979.64,12,0
7372,1,2474.55,15,0
7376,1,1649.7,10,0
7397,1,1649.7,10,0
7415,1,1649.7,10,0
7417,1,2969.46,18,0
7421,1,659.88,4,0
7424,1,2474.55,15,0
7428,1,3134.43,19,0
7440,1,3299.4,20,0
7444,1,2639.52,16,0
7457,1,494.91,3,0
7463,1,2144.61,13,0
7470,1,494.91,3,0
7481,1,1649.7,10,0
7484,1,1979.64,12,0
7502,1,3134.43,19,0
7511,1,659.88,4,0
7515,1,659.88,4,0
7532,1,824.85,5,0
7539,1,2309.58,14,0
7555,1,2474.55,15,0
7560,1,1154.79,7,0
7567,1,2639.52,16,0
7569,1,1814.67,11,0
7587,1,494.91,3,0
7616,1,824.85,5,0
7617,1,1814.67,11,0
7633,1,989.82,6,0
7652,1,2309.58,14,0
7655,1,494.91,3,0
7662,1,1154.79,7,0
7678,1,3134.43,19,0
7679,1,659.88,4,0
7705,1,989.82,6,0
7714,1,2309.58,14,0
7719,1,2804.49,17,0
7720,1,1484.73,9,0
7731,1,2474.55,15,0
7748,1,2309.58,14,0
7750,1,1319.76,8,0
7751,1,2804.49,17,0
7757,1,3299.4,20,0
7764,1,2804.49,17,0
7774,1,659.88,4,0
7777,1,3299.4,20,0
7782,1,989.82,6,0
7791,1,2309.58,14,0
7795,1,989.82,6,0
7808,1,824.85,5,0
7831,1,3134.43,19,0
7843,1,989.82,6,0
7861,1,2969.46,18,0
7865,1,2639.52,16,0
7884,1,494.91,3,0
7899,1,1814.67,11,0
7907,1,1319.76,8,0
7918,1,824.85,5,0
7922,1,1979.64,12,0
7929,1,2144.61,13,0
7932,1,329.94,2,0
7943,1,3134.43,19,0
7947,1,1649.7,10,0
7961,1,989.82,6,0
7963,1,659.88,4,0
7976,1,2969.46,18,0
7980,1,824.85,5,0
7985,1,3299.4,20,0
7994,1,989.82,6,0
8004,1,824.85,5,0
8012,1,1154.79,7,0
8021,1,3134.43,19,0
8036,1,659.88,4,0
8037,1,2309.58,14,0
8041,1,1484.73,9,0
8055,1,1649.7,10,0
8075,1,2639.52,16,0
8083,1,659.88,4,0
8087,1,1484.73,9,0
8102,1,3299.4,20,0
8105,1,1814.67,11,0
8114,1,1484.73,9,0
8139,1,1814.67,11,0
8149,1,3134.43,19,0
8192,1,3299.4,20,0
8201,1,2804.49,17,0
8217,1,494.91,3,0
8219,1,1649.7,10,0
8226,1,2969.46,18,0
8230,1,2639.52,16,0
8234,1,2474.55,15,0
8247,1,1319.76,8,0
8261,1,3299.4,20,0
8276,1,2144.61,13,0
8277,1,3134.43,19,0
8284,1,329.94,2,0
8286,1,1319.76,8,0
8290,1,1649.7,10,0
8299,1,3299.4,20,0
8326,1,2969.46,18,0
8328,1,1649.7,10,0
8330,1,2309.58,14,0
8339,1,1484.73,9,0
8344,1,659.88,4,0
8348,1,3299.4,20,0
8350,1,2309.58,14,0
8390,1,824.85,5,0
8397,1,1979.64,12,0
8398,1,2969.46,18,0
8410,1,1154.79,7,0
8418,1,2309.58,14,0
8419,1,1319.76,8,0
8426,1,1979.64,12,0
8428,1,1979.64,12,0
8434,1,2969.46,18,0
8441,1,659.88,4,0
8463,1,1979.64,12,0
8472,1,3134.43,19,0
8485,1,2309.58,14,0
8489,1,329.94,2,0
8520,1,3299.4,20,0
8530,1,824.85,5,0
8539,1,494.91,3,0
8553,1,2309.58,14,0
8558,1,2969.46,18,0
8563,1,1649.7,10,0
8564,1,494.91,3,0
8566,1,2804.49,17,0
8578,1,2474.55,15,0
8587,1,2474.55,15,0
8589,1,1484.73,9,0
8590,1,1649.7,10,0
8593,1,1484.73,9,0
8600,1,2309.58,14,0
8610,1,1814.67,11,0
8640,1,2144.61,13,0
8659,1,659.88,4,0
8669,1,2474.55,15,0
8671,1,2474.55,15,0
8681,1,3134.43,19,0
8692,1,2144.61,13,0
8712,1,2144.61,13,0
8717,1,1814.67,11,0
8726,1,2639.52,16,0
8733,1,2474.55,15,0
8743,1,1154.79,7,0
8753,1,3299.4,20,0
8779,1,2639.52,16,0
8780,1,3299.4,20,0
8783,1,989.82,6,0
8787,1,2639.52,16,0
8790,1,2144.61,13,0
8795,1,2969.46,18,0
8796,1,1814.67,11,0
8802,1,1649.7,10,0
8805,1,659.88,4,0
8816,1,2804.49,17,0
8836,1,1319.76,8,0
8852,1,2969.46,18,0
8859,1,2804.49,17,0
8864,1,659.88,4,0
8869,1,2144.61,13,0
8878,1,1979.64,12,0
8888,1,1979.64,12,0
8906,1,3299.4,20,0
8907,1,1319.76,8,0
8914,1,2474.55,15,0
8947,1,1154.79,7,0
8949,1,329.94,2,0
8954,1,2309.58,14,0
8955,1,659.88,4,0
8963,1,329.94,2,0
8984,1,2639.52,16,0
8998,1,329.94,2,0
9003,1,1484.73,9,0
9006,1,1319.76,8,0
9028,1,1154.79,7,0
9042,1,2804.49,17,0
9061,1,2309.58,14,0
9062,1,2639.52,16,0
9067,1,824.85,5,0
9080,1,329.94,2,0
9103,1,3299.4,20,0
9114,1,1484.73,9,0
9116,1,3134.43,19,0
9120,1,989.82,6,0
9123,1,329.94,2,0
9127,1,2474.55,15,0
9131,1,3134.43,19,0
9134,1,2474.55,15,0
9153,1,2969.46,18,0
9161,1,824.85,5,0
9175,1,1814.67,11,0
9195,1,1814.67,11,0
9210,1,989.82,6,0
9219,1,2639.52,16,0
9227,1,3299.4,20,0
9229,1,989.82,6,0
9231,1,1649.7,10,0
9232,1,1649.7,10,0
9240,1,1979.64,12,0
9244,1,2639.52,16,0
9255,1,2474.55,15,0
9262,1,1649.7,10,0
9273,1,2969.46,18,0
9301,1,1319.76,8,0
9308,1,2969.46,18,0
9309,1,2969.46,18,0
9311,1,1154.79,7,0
9338,1,1484.73,9,0
9339,1,2144.61,13,0
9345,1,329.94,2,0
9363,1,3299.4,20,0
9367,1,2144.61,13,0
9386,1,1979.64,12,0
9403,1,1649.7,10,0
9422,1,2309.58,14,0
9436,1,824.85,5,0
9439,1,2309.58,14,0
9440,1,2309.58,14,0
9443,1,989.82,6,0
9445,1,2804.49,17,0
9451,1,2804.49,17,0
9460,1,1154.79,7,0
9465,1,2639.52,16,0
9477,1,659.88,4,0
9491,1,2804.49,17,0
9492,1,494.91,3,0
9499,1,1814.67,11,0
9508,1,1649.7,10,0
9533,1,494.91,3,0
9538,1,1814.67,11,0
9556,1,3299.4,20,0
9562,1,3134.43,19,0
9570,1,2969.46,18,0
9572,1,2969.46,18,0
9574,1,659.88,4,0
9577,1,1319.76,8,0
9579,1,3134.43,19,0
9594,1,2804.49,17,0
9599,1,824.85,5,0
9601,1,2639.52,16,0
9622,1,1154.79,7,0
9625,1,3299.4,20,0
9663,1,3299.4,20,0
9691,1,1484.73,9,0
9693,1,1649.7,10,0
9694,1,2804.49,17,0
9698,1,824.85,5,0
9709,1,1814.67,11,0
9714,1,2309.58,14,0
9718,1,2309.58,14,0
9723,1,2804.49,17,0
9740,1,2639.52,16,0
9743,1,1154.79,7,0
9756,1,2474.55,15,0
9757,1,2969.46,18,0
9804,1,1979.64,12,0
9820,1,2804.49,17,0
